content,tstamp,matching_terms,category
selling setups irc server spots shells more if there is anything here your interested in add my aim spider runz this online msn pm me online leave me a pm shells what is a shell a shell is a php script hosted off a vps dedicated server or webserver they can be accesed from the internet through webpages easy to use right to the point and simple tired of hosting all the bots tired of port forwarding hassles tired of the constant paranoia of getting caught let me take that lol these shells can be used for strong dos attacks this is not ddos these are hosted on 1gb 5gb connection linux windows servers if you feel unsafe about connecting to the webpage use a vpn or a proxy even safer then just connecting great for booting people on online games shells left 4 the cost this is undecided pm me to talk about it irc server spots you will recieve upto 10 private channels nobody will be able to join them the server has ddos protection so it's 99 9 uptime you will also recieve a oper line aswell the irc server is hosted on a modded irc offshore linux server prices 1 month $5 3 month $15 lifetime $30 host booter and irc botnet setup i will setup any host booter from you must have the booter before you buy this cracked ddoser metus xr biozombie dark ddoser $4 i will also do an irc botnet setup from you must have everything ready before you buy this eg ssh login botnet source setting up a modded irc server compiling your botnet sources secureing your server also running a few updates to check its working $5 $10 source codes binarys i am selling a range of source codes like fud irc bots auto spreader stub generator scantime runtime crypter the cost this is undecided pm me to talk about it offshore hosting and click on order page vouch's more information more to come just ask about something and i've probably got an idea about it or i can make it any more questions post here i didn't ask for anyone to flame me so please keep your comments to yourself if you have nothing nice to say however constructive criticism i like,2009-11-13 12:02:00+00:00,"['botnet', 'ddoser', 'doser', 'ddos', 'booter']",supply
i want to buy dark ddoser bots ninja do you have msn i might sell for the right price,2009-11-14 01:12:00+00:00,"['ddoser', 'doser', 'ddos']",demand
i want to buy $4 of ddoser bots as the title says i want to buy $4 of ddoser 3 6 bots that's about 40 my aim is xb0xlivesucks,2009-11-14 01:56:00+00:00,"['ddoser', 'doser', 'ddos']",demand
buying booter setup with bots buying any booter setup with bots message me and well negotiate prices if your interested prepare to setup before pay because i wont believe you no matter how legit you say you are,2009-11-16 02:36:00+00:00,['booter'],demand
selling bots cheap i have quit botnets for i have reached my peak in my career i did good but they are now pointless and i'm selling all 4k updates 10 a bot installs 05 a bot all u s updates 15 all u s installs 10 all i also have steam accounts with left 4 dead cs s dod s garry's mod civilization iv and about 9 half life games please pm me first if intrested testimonial,2009-11-17 06:13:00+00:00,['botnet'],supply
selling ddoser with bots 1$ per bot lol 2short,2009-11-19 02:52:00+00:00,"['ddoser', 'doser', 'ddos']",supply
ddos bots wanted got ddos bot can rent need help instant payment paypal moneygram be serious plz,2009-11-20 05:25:00+00:00,['ddos'],demand
buying bots for ddoser3 6 tittle says it all im not paying more than 10cents for updates and not more than 8cents for installs payment will be via paypal team viewer is good to have pm me or reply,2009-11-20 10:10:00+00:00,"['ddoser', 'doser', 'ddos']",demand
buying 300 bots for ddoser 3 6 title post or pm get my sig for contact info,2009-11-21 01:40:00+00:00,"['ddoser', 'doser', 'ddos']",demand
buying a ddoser or xr dns for $20 title pm me or post if it has more than 20 bots ill rise the price to $25,2009-11-24 06:33:00+00:00,"['ddoser', 'doser', 'ddos']",demand
xr 3 1 dns bots for sale xr 3 1 dns bots for sale im thinking about selling my xr dns some bots i dont really ddos with host booters prices dns $200 00 bots per $0 08 here is a picture of them img http img52 imageshack us img52 7294 xr2 png img,2009-11-25 01:14:00+00:00,"['ddos', 'booter']",supply
selling xr bots im selling the whole dns no its not tied to my xr 3 2 dns so i keep the booter selling whole dns for 15 dollars maximun to connect was 150 bought from jeezz,2009-11-25 06:44:00+00:00,['booter'],supply
selling ddoser setup hi there guys im selling a ddoser 3 6 setup ill do it for you over teamviewer i will charge 15 dollars paypal ill set it up for you first then you pay ok,2009-11-27 01:04:00+00:00,"['ddoser', 'doser', 'ddos']",supply
ddoser xr3 2 selling selling ddoser 3 61 xr 3 2 ddoser 3 61 you will get all the information with this like the dns portal login alertpay transaction it has about 20 bots on it i just updated them all to my irc so it has a few offline bots proof img http img522 imageshack us img522 5217 ddoserproofq png img xr 3 2 you will get all the information like dns login username paypal email serial it also comes with around 60 80 bots proof img http img269 imageshack us img269 8663 98434310 png img prices ddoser 25$ xr 3 2 25$ contact information aim spider runz this msn pm me your msn i will add you,2009-11-27 01:12:00+00:00,"['ddoser', 'doser', 'ddos']",supply
contest no upfront payment free reward pre setup botnet 7 competitors only hey guys i'm hosting a contest on omgpop com's game hit machine the contest will have 7 competitors only first 7 people to sign up here with over 100 psots with l33t and 200 without l33t the song is this listen to it get a feel the mode of the game is easy so you are allowed to practice competition will start at 3 00 pm pst aka 1 1 2 hrs from now reward java botnet server pre setup all you need to do is spread if interested please post in the thread i will have a list of current competitors current listings swordy gone bannanas broheim nima304 god's speed and goodluck updated list with first competitor looking for 5 more,2009-11-28 07:36:00+00:00,['botnet'],demand
selling irc server setup hi guys i'm selling irc server setup most use irc setup on here is mostly used for hosting botnets on things you need shell vps linux unix ubuntu windows price $5 for full setup without services not needed for botnet includes irc configuration setup price if you don't have a shell will be discussed since shells cost a price each month please pm me if you wish to buy a setup other setups 1 sbnc 1 2 bnc server $3 2 apache and php $3 3 apache php dos script $5 4 other contact me about this via pm will discuss charges,2009-11-28 08:15:00+00:00,['botnet'],supply
selling bots im selling bots cheap add my msn hostbooterxr live co uk,2009-11-28 09:07:00+00:00,['booter'],supply
ddoser dns looking to buy ddoser dns msn ibakeit live com aim itzm3scope or pm me,2009-11-29 05:42:00+00:00,"['ddoser', 'doser', 'ddos']",demand
buying xr 3 1 3 2 so yah i only got 17$ and the booter costs 30$ from site so i was wondering if anyone could be that kind and sell me d add my msn alex norway hotmail com,2009-11-30 04:46:00+00:00,['booter'],demand
ddoser 3 6 dns 30 bots hey all im selling a ddoser dns i will take offers add on msn kennyash live co uk or aim w3i62 im on msn more or pm me on hackfourms,2009-12-02 09:28:00+00:00,"['ddoser', 'doser', 'ddos']",supply
x mas sale selling server spots bots win32 dns private rfi's port opening booter setup ddoser dark ddoser xr all versions metus all versions fud crypting 0 23 runtime scantime prices bots 7 cents each fud crypting 50 cents per item server spots 8 a month 10 rfi's 9 contact me on aim nozwtf,2009-12-02 09:37:00+00:00,"['ddoser', 'doser', 'ddos', 'booter']",supply
will pay $4 for fud need someone to crypt my dark ddoser bot yeah i need someone who can crypt my dark ddoser bot i made and can't find anyone that can if you can i will pay you $4 if it is undetectable pm me or add my msn mbutterfield3010 hotmail co uk thanks o,2009-12-03 02:59:00+00:00,"['ddoser', 'doser', 'ddos']",demand
